Date,State,StateAbbreviation,NumberOfFloods
2010-10-01,Utah,UT,7
2010-11-01,Utah,UT,0
2010-12-01,Utah,UT,2
2011-01-01,Utah,UT,0
2011-02-01,Utah,UT,0
2011-03-01,Utah,UT,2
2011-04-01,Utah,UT,6
2011-05-01,Utah,UT,7
2011-06-01,Utah,UT,14
2011-07-01,Utah,UT,26
2011-08-01,Utah,UT,16
2011-09-01,Utah,UT,11
2011-10-01,Utah,UT,0
2011-11-01,Utah,UT,0
2011-12-01,Utah,UT,0
2012-01-01,Utah,UT,4
2012-02-01,Utah,UT,0
2012-03-01,Utah,UT,0
2012-04-01,Utah,UT,0
2012-05-01,Utah,UT,0
2012-06-01,Utah,UT,0
2012-07-01,Utah,UT,24
2012-08-01,Utah,UT,22
2012-09-01,Utah,UT,11
2012-10-01,Utah,UT,2
2012-11-01,Utah,UT,0
2012-12-01,Utah,UT,0
2013-01-01,Utah,UT,0
2013-02-01,Utah,UT,0
2013-03-01,Utah,UT,0
2013-04-01,Utah,UT,0
2013-05-01,Utah,UT,2
2013-06-01,Utah,UT,0
2013-07-01,Utah,UT,43
2013-08-01,Utah,UT,32
2013-09-01,Utah,UT,77
2013-10-01,Utah,UT,0
2013-11-01,Utah,UT,0
2013-12-01,Utah,UT,0
2014-01-01,Utah,UT,0
2014-02-01,Utah,UT,1
2014-03-01,Utah,UT,0
2014-04-01,Utah,UT,0
2014-05-01,Utah,UT,5
2014-06-01,Utah,UT,0
2014-07-01,Utah,UT,39
2014-08-01,Utah,UT,51
2014-09-01,Utah,UT,34
2014-10-01,Utah,UT,0
2014-11-01,Utah,UT,0
2014-12-01,Utah,UT,0
2015-01-01,Utah,UT,0
2015-02-01,Utah,UT,0
2015-03-01,Utah,UT,0
2015-04-01,Utah,UT,2
2015-05-01,Utah,UT,8
2015-06-01,Utah,UT,30
2015-07-01,Utah,UT,16
2015-08-01,Utah,UT,14
2015-09-01,Utah,UT,14
2015-10-01,Utah,UT,8
2015-11-01,Utah,UT,0
2015-12-01,Utah,UT,0
2016-01-01,Utah,UT,0
2016-02-01,Utah,UT,0
2016-03-01,Utah,UT,0
2016-04-01,Utah,UT,0
2016-05-01,Utah,UT,0
2016-06-01,Utah,UT,1
2016-07-01,Utah,UT,1
2016-08-01,Utah,UT,14
2016-09-01,Utah,UT,10
2016-10-01,Utah,UT,1
2016-11-01,Utah,UT,0
2016-12-01,Utah,UT,0
2017-01-01,Utah,UT,0
2017-02-01,Utah,UT,4
2017-03-01,Utah,UT,1
2017-04-01,Utah,UT,0
2017-05-01,Utah,UT,2
2017-06-01,Utah,UT,2
2017-07-01,Utah,UT,60
2017-08-01,Utah,UT,12
2017-09-01,Utah,UT,11
2017-10-01,Utah,UT,0
2017-11-01,Utah,UT,0
2017-12-01,Utah,UT,0
2018-01-01,Utah,UT,0
2018-02-01,Utah,UT,0
2018-03-01,Utah,UT,0
2018-04-01,Utah,UT,0
2018-05-01,Utah,UT,0
2018-06-01,Utah,UT,0
2018-07-01,Utah,UT,35
2018-08-01,Utah,UT,17
2018-09-01,Utah,UT,0
2018-10-01,Utah,UT,0
2018-11-01,Utah,UT,0
2018-12-01,Utah,UT,0
2019-01-01,Utah,UT,0
2019-02-01,Utah,UT,2
2019-03-01,Utah,UT,0
2019-04-01,Utah,UT,0
2019-05-01,Utah,UT,2
2019-06-01,Utah,UT,0
2019-07-01,Utah,UT,4
2019-08-01,Utah,UT,9
2019-09-01,Utah,UT,0
2019-10-01,Utah,UT,0
2019-11-01,Utah,UT,2
2019-12-01,Utah,UT,0
2020-01-01,Utah,UT,0
2020-02-01,Utah,UT,0
2020-03-01,Utah,UT,1
2020-04-01,Utah,UT,0
2020-05-01,Utah,UT,1
2020-06-01,Utah,UT,3
2020-07-01,Utah,UT,6
2020-08-01,Utah,UT,1
2020-09-01,Utah,UT,0
2020-10-01,Utah,UT,0
2020-11-01,Utah,UT,0
2020-12-01,Utah,UT,0
2021-01-01,Utah,UT,0
2021-02-01,Utah,UT,0
2021-03-01,Utah,UT,0
2021-04-01,Utah,UT,0
2021-05-01,Utah,UT,0
2021-06-01,Utah,UT,0
2021-07-01,Utah,UT,0
2021-08-01,Utah,UT,0
2021-09-01,Utah,UT,0
2021-10-01,Utah,UT,0
2021-11-01,Utah,UT,0
2021-12-01,Utah,UT,0
2006-01-01,Virginia,VA,0
2006-02-01,Virginia,VA,0
2006-03-01,Virginia,VA,0
2006-04-01,Virginia,VA,0
2006-05-01,Virginia,VA,0
2006-06-01,Virginia,VA,0
2006-07-01,Virginia,VA,0
2006-08-01,Virginia,VA,0
2006-09-01,Virginia,VA,0
2006-10-01,Virginia,VA,27
2006-11-01,Virginia,VA,32
2006-12-01,Virginia,VA,0
2007-01-01,Virginia,VA,3
2007-02-01,Virginia,VA,0
2007-03-01,Virginia,VA,18
2007-04-01,Virginia,VA,12
2007-05-01,Virginia,VA,1
2007-06-01,Virginia,VA,2
2007-07-01,Virginia,VA,8
2007-08-01,Virginia,VA,5
2007-09-01,Virginia,VA,2
2007-10-01,Virginia,VA,3
2007-11-01,Virginia,VA,0
2007-12-01,Virginia,VA,0
2008-01-01,Virginia,VA,0
2008-02-01,Virginia,VA,0
2008-03-01,Virginia,VA,3
2008-04-01,Virginia,VA,8
2008-05-01,Virginia,VA,40
2008-06-01,Virginia,VA,5
2008-07-01,Virginia,VA,3
2008-08-01,Virginia,VA,2
2008-09-01,Virginia,VA,57
2008-10-01,Virginia,VA,0
2008-11-01,Virginia,VA,0
2008-12-01,Virginia,VA,6
2009-01-01,Virginia,VA,0
2009-02-01,Virginia,VA,0
2009-03-01,Virginia,VA,0
2009-04-01,Virginia,VA,1
2009-05-01,Virginia,VA,47
2009-06-01,Virginia,VA,33
2009-07-01,Virginia,VA,17
2009-08-01,Virginia,VA,33
2009-09-01,Virginia,VA,14
2009-10-01,Virginia,VA,0
2009-11-01,Virginia,VA,21
2009-12-01,Virginia,VA,20
2010-01-01,Virginia,VA,61
2010-02-01,Virginia,VA,0
2010-03-01,Virginia,VA,60
2010-04-01,Virginia,VA,0
2010-05-01,Virginia,VA,11
2010-06-01,Virginia,VA,8
2010-07-01,Virginia,VA,8
2010-08-01,Virginia,VA,33
2010-09-01,Virginia,VA,79
2010-10-01,Virginia,VA,6
2010-11-01,Virginia,VA,3
2010-12-01,Virginia,VA,38
2011-01-01,Virginia,VA,0
2011-02-01,Virginia,VA,12
2011-03-01,Virginia,VA,62
2011-04-01,Virginia,VA,87
2011-05-01,Virginia,VA,47
2011-06-01,Virginia,VA,11
2011-07-01,Virginia,VA,18
2011-08-01,Virginia,VA,59
2011-09-01,Virginia,VA,88
2011-10-01,Virginia,VA,14
2011-11-01,Virginia,VA,7
2011-12-01,Virginia,VA,55
2012-01-01,Virginia,VA,0
2012-02-01,Virginia,VA,3
2012-03-01,Virginia,VA,3
2012-04-01,Virginia,VA,2
2012-05-01,Virginia,VA,47
2012-06-01,Virginia,VA,7
2012-07-01,Virginia,VA,13
2012-08-01,Virginia,VA,18
2012-09-01,Virginia,VA,15
2012-10-01,Virginia,VA,53
2012-11-01,Virginia,VA,0
2012-12-01,Virginia,VA,1
2013-01-01,Virginia,VA,28
2013-02-01,Virginia,VA,0
2013-03-01,Virginia,VA,1
2013-04-01,Virginia,VA,0
2013-05-01,Virginia,VA,13
2013-06-01,Virginia,VA,35
2013-07-01,Virginia,VA,54
2013-08-01,Virginia,VA,12
2013-09-01,Virginia,VA,4
2013-10-01,Virginia,VA,6
2013-11-01,Virginia,VA,0
2013-12-01,Virginia,VA,0
2014-01-01,Virginia,VA,0
2014-02-01,Virginia,VA,0
2014-03-01,Virginia,VA,0
2014-04-01,Virginia,VA,74
2014-05-01,Virginia,VA,121
2014-06-01,Virginia,VA,24
2014-07-01,Virginia,VA,39
2014-08-01,Virginia,VA,14
2014-09-01,Virginia,VA,22
2014-10-01,Virginia,VA,2
2014-11-01,Virginia,VA,0
2014-12-01,Virginia,VA,0
2015-01-01,Virginia,VA,0
2015-02-01,Virginia,VA,0
2015-03-01,Virginia,VA,24
2015-04-01,Virginia,VA,2
2015-05-01,Virginia,VA,6
2015-06-01,Virginia,VA,54
2015-07-01,Virginia,VA,98
2015-08-01,Virginia,VA,10
2015-09-01,Virginia,VA,77
2015-10-01,Virginia,VA,28
2015-11-01,Virginia,VA,3
2015-12-01,Virginia,VA,6
2016-01-01,Virginia,VA,3
2016-02-01,Virginia,VA,33
2016-03-01,Virginia,VA,0
2016-04-01,Virginia,VA,0
2016-05-01,Virginia,VA,4
2016-06-01,Virginia,VA,51
2016-07-01,Virginia,VA,23
2016-08-01,Virginia,VA,3
2016-09-01,Virginia,VA,56
2016-10-01,Virginia,VA,46
2016-11-01,Virginia,VA,0
2016-12-01,Virginia,VA,0
2017-01-01,Virginia,VA,6
2017-02-01,Virginia,VA,0
2017-03-01,Virginia,VA,1
2017-04-01,Virginia,VA,6
2017-05-01,Virginia,VA,96
2017-06-01,Virginia,VA,24
2017-07-01,Virginia,VA,43
2017-08-01,Virginia,VA,11
2017-09-01,Virginia,VA,0
2017-10-01,Virginia,VA,3
2017-11-01,Virginia,VA,0
2017-12-01,Virginia,VA,0
2018-01-01,Virginia,VA,0
2018-02-01,Virginia,VA,40
2018-03-01,Virginia,VA,0
2018-04-01,Virginia,VA,23
2018-05-01,Virginia,VA,251
2018-06-01,Virginia,VA,216
2018-07-01,Virginia,VA,94
2018-08-01,Virginia,VA,171
2018-09-01,Virginia,VA,134
2018-10-01,Virginia,VA,0
2018-11-01,Virginia,VA,44
2018-12-01,Virginia,VA,59
2019-01-01,Virginia,VA,15
2019-02-01,Virginia,VA,30
2019-03-01,Virginia,VA,39
2019-04-01,Virginia,VA,9
2019-05-01,Virginia,VA,31
2019-06-01,Virginia,VA,25
2019-07-01,Virginia,VA,50
2019-08-01,Virginia,VA,24
2019-09-01,Virginia,VA,7
2019-10-01,Virginia,VA,29
2019-11-01,Virginia,VA,5
2019-12-01,Virginia,VA,0
2020-01-01,Virginia,VA,3
2020-02-01,Virginia,VA,27
2020-03-01,Virginia,VA,1
2020-04-01,Virginia,VA,74
2020-05-01,Virginia,VA,49
2020-06-01,Virginia,VA,45
2020-07-01,Virginia,VA,21
2020-08-01,Virginia,VA,231
2020-09-01,Virginia,VA,49
2020-10-01,Virginia,VA,50
2020-11-01,Virginia,VA,130
2020-12-01,Virginia,VA,36
2021-01-01,Virginia,VA,0
2021-02-01,Virginia,VA,0
2021-03-01,Virginia,VA,0
2021-04-01,Virginia,VA,0
2021-05-01,Virginia,VA,0
2021-06-01,Virginia,VA,0
2021-07-01,Virginia,VA,0
2021-08-01,Virginia,VA,0
2021-09-01,Virginia,VA,0
2021-10-01,Virginia,VA,0
2021-11-01,Virginia,VA,0
2021-12-01,Virginia,VA,0
2006-01-01,Vermont,VT,0
2006-02-01,Vermont,VT,0
2006-03-01,Vermont,VT,0
2006-04-01,Vermont,VT,0
2006-05-01,Vermont,VT,0
2006-06-01,Vermont,VT,0
2006-07-01,Vermont,VT,0
2006-08-01,Vermont,VT,0
2006-09-01,Vermont,VT,0
2006-10-01,Vermont,VT,0
2006-11-01,Vermont,VT,0
2006-12-01,Vermont,VT,1
2007-01-01,Vermont,VT,0
2007-02-01,Vermont,VT,0
2007-03-01,Vermont,VT,2
2007-04-01,Vermont,VT,6
2007-05-01,Vermont,VT,4
2007-06-01,Vermont,VT,0
2007-07-01,Vermont,VT,9
2007-08-01,Vermont,VT,0
2007-09-01,Vermont,VT,0
2007-10-01,Vermont,VT,0
2007-11-01,Vermont,VT,0
2007-12-01,Vermont,VT,0
2008-01-01,Vermont,VT,0
2008-02-01,Vermont,VT,0
2008-03-01,Vermont,VT,2
2008-04-01,Vermont,VT,1
2008-05-01,Vermont,VT,0
2008-06-01,Vermont,VT,4
2008-07-01,Vermont,VT,5
2008-08-01,Vermont,VT,18
2008-09-01,Vermont,VT,0
2008-10-01,Vermont,VT,0
2008-11-01,Vermont,VT,0
2008-12-01,Vermont,VT,0
2009-01-01,Vermont,VT,0
2009-02-01,Vermont,VT,0
2009-03-01,Vermont,VT,0
2009-04-01,Vermont,VT,0
2009-05-01,Vermont,VT,0
2009-06-01,Vermont,VT,4
2009-07-01,Vermont,VT,1
2009-08-01,Vermont,VT,1
2009-09-01,Vermont,VT,0
2009-10-01,Vermont,VT,0
2009-11-01,Vermont,VT,0
2009-12-01,Vermont,VT,0
2010-01-01,Vermont,VT,7
2010-02-01,Vermont,VT,0
2010-03-01,Vermont,VT,5
2010-04-01,Vermont,VT,0
2010-05-01,Vermont,VT,0
2010-06-01,Vermont,VT,0
2010-07-01,Vermont,VT,1
2010-08-01,Vermont,VT,4
2010-09-01,Vermont,VT,0
2010-10-01,Vermont,VT,17
2010-11-01,Vermont,VT,0
2010-12-01,Vermont,VT,0
2011-01-01,Vermont,VT,0
2011-02-01,Vermont,VT,0
2011-03-01,Vermont,VT,14
2011-04-01,Vermont,VT,21
2011-05-01,Vermont,VT,21
2011-06-01,Vermont,VT,6
2011-07-01,Vermont,VT,0
2011-08-01,Vermont,VT,30
2011-09-01,Vermont,VT,5
2011-10-01,Vermont,VT,0
2011-11-01,Vermont,VT,0
2011-12-01,Vermont,VT,0
2012-01-01,Vermont,VT,0
2012-02-01,Vermont,VT,0
2012-03-01,Vermont,VT,0
2012-04-01,Vermont,VT,0
2012-05-01,Vermont,VT,0
2012-06-01,Vermont,VT,0
2012-07-01,Vermont,VT,0
2012-08-01,Vermont,VT,0
2012-09-01,Vermont,VT,1
2012-10-01,Vermont,VT,0
2012-11-01,Vermont,VT,0
2012-12-01,Vermont,VT,0
2013-01-01,Vermont,VT,0
2013-02-01,Vermont,VT,0
2013-03-01,Vermont,VT,0
2013-04-01,Vermont,VT,0
2013-05-01,Vermont,VT,16
2013-06-01,Vermont,VT,4
2013-07-01,Vermont,VT,26
2013-08-01,Vermont,VT,1
2013-09-01,Vermont,VT,8
2013-10-01,Vermont,VT,0
2013-11-01,Vermont,VT,0
2013-12-01,Vermont,VT,2
2014-01-01,Vermont,VT,10
2014-02-01,Vermont,VT,0
2014-03-01,Vermont,VT,0
2014-04-01,Vermont,VT,18
2014-05-01,Vermont,VT,2
2014-06-01,Vermont,VT,0
2014-07-01,Vermont,VT,14
2014-08-01,Vermont,VT,0
2014-09-01,Vermont,VT,0
2014-10-01,Vermont,VT,0
2014-11-01,Vermont,VT,0
2014-12-01,Vermont,VT,0
2015-01-01,Vermont,VT,0
2015-02-01,Vermont,VT,0
2015-03-01,Vermont,VT,0
2015-04-01,Vermont,VT,0
2015-05-01,Vermont,VT,0
2015-06-01,Vermont,VT,10
2015-07-01,Vermont,VT,4
2015-08-01,Vermont,VT,0
2015-09-01,Vermont,VT,2
2015-10-01,Vermont,VT,0
2015-11-01,Vermont,VT,0
2015-12-01,Vermont,VT,0
2016-01-01,Vermont,VT,0
2016-02-01,Vermont,VT,8
2016-03-01,Vermont,VT,0
2016-04-01,Vermont,VT,0
2016-05-01,Vermont,VT,0
2016-06-01,Vermont,VT,2
2016-07-01,Vermont,VT,0
2016-08-01,Vermont,VT,1
2016-09-01,Vermont,VT,0
2016-10-01,Vermont,VT,0
2016-11-01,Vermont,VT,0
2016-12-01,Vermont,VT,0
2017-01-01,Vermont,VT,0
2017-02-01,Vermont,VT,7
2017-03-01,Vermont,VT,0
2017-04-01,Vermont,VT,0
2017-05-01,Vermont,VT,0
2017-06-01,Vermont,VT,12
2017-07-01,Vermont,VT,43
2017-08-01,Vermont,VT,0
2017-09-01,Vermont,VT,0
2017-10-01,Vermont,VT,0
2017-11-01,Vermont,VT,0
2017-12-01,Vermont,VT,0
2018-01-01,Vermont,VT,10
2018-02-01,Vermont,VT,0
2018-03-01,Vermont,VT,0
2018-04-01,Vermont,VT,0
2018-05-01,Vermont,VT,3
2018-06-01,Vermont,VT,0
2018-07-01,Vermont,VT,3
2018-08-01,Vermont,VT,1
2018-09-01,Vermont,VT,0
2018-10-01,Vermont,VT,0
2018-11-01,Vermont,VT,0
2018-12-01,Vermont,VT,0
2019-01-01,Vermont,VT,9
2019-02-01,Vermont,VT,0
2019-03-01,Vermont,VT,0
2019-04-01,Vermont,VT,5
2019-05-01,Vermont,VT,1
2019-06-01,Vermont,VT,7
2019-07-01,Vermont,VT,0
2019-08-01,Vermont,VT,1
2019-09-01,Vermont,VT,0
2019-10-01,Vermont,VT,3
2019-11-01,Vermont,VT,10
2019-12-01,Vermont,VT,0
2020-01-01,Vermont,VT,0
2020-02-01,Vermont,VT,0
2020-03-01,Vermont,VT,0
2020-04-01,Vermont,VT,0
2020-05-01,Vermont,VT,0
2020-06-01,Vermont,VT,0
2020-07-01,Vermont,VT,2
2020-08-01,Vermont,VT,1
2020-09-01,Vermont,VT,0
2020-10-01,Vermont,VT,0
2020-11-01,Vermont,VT,0
2020-12-01,Vermont,VT,3
2021-01-01,Vermont,VT,0
2021-02-01,Vermont,VT,0
2021-03-01,Vermont,VT,0
2021-04-01,Vermont,VT,0
2021-05-01,Vermont,VT,0
2021-06-01,Vermont,VT,0
2021-07-01,Vermont,VT,0
2021-08-01,Vermont,VT,0
2021-09-01,Vermont,VT,0
2021-10-01,Vermont,VT,0
2021-11-01,Vermont,VT,0
2021-12-01,Vermont,VT,0
2006-01-01,Washington,WA,0
2006-02-01,Washington,WA,0
2006-03-01,Washington,WA,0
2006-04-01,Washington,WA,0
2006-05-01,Washington,WA,0
2006-06-01,Washington,WA,0
2006-07-01,Washington,WA,0
2006-08-01,Washington,WA,0
2006-09-01,Washington,WA,0
2006-10-01,Washington,WA,0
2006-11-01,Washington,WA,19
2006-12-01,Washington,WA,1
2007-01-01,Washington,WA,0
2007-02-01,Washington,WA,0
2007-03-01,Washington,WA,2
2007-04-01,Washington,WA,0
2007-05-01,Washington,WA,0
2007-06-01,Washington,WA,0
2007-07-01,Washington,WA,0
2007-08-01,Washington,WA,0
2007-09-01,Washington,WA,0
2007-10-01,Washington,WA,0
2007-11-01,Washington,WA,0
2007-12-01,Washington,WA,6
2008-01-01,Washington,WA,0
2008-02-01,Washington,WA,0
2008-03-01,Washington,WA,0
2008-04-01,Washington,WA,0
2008-05-01,Washington,WA,10
2008-06-01,Washington,WA,1
2008-07-01,Washington,WA,0
2008-08-01,Washington,WA,2
2008-09-01,Washington,WA,0
2008-10-01,Washington,WA,0
2008-11-01,Washington,WA,5
2008-12-01,Washington,WA,0
2009-01-01,Washington,WA,28
2009-02-01,Washington,WA,0
2009-03-01,Washington,WA,0
2009-04-01,Washington,WA,1
2009-05-01,Washington,WA,2
2009-06-01,Washington,WA,10
2009-07-01,Washington,WA,2
2009-08-01,Washington,WA,0
2009-09-01,Washington,WA,0
2009-10-01,Washington,WA,0
2009-11-01,Washington,WA,1
2009-12-01,Washington,WA,0
2010-01-01,Washington,WA,1
2010-02-01,Washington,WA,0
2010-03-01,Washington,WA,0
2010-04-01,Washington,WA,0
2010-05-01,Washington,WA,0
2010-06-01,Washington,WA,2
2010-07-01,Washington,WA,5
2010-08-01,Washington,WA,1
2010-09-01,Washington,WA,1
2010-10-01,Washington,WA,1
2010-11-01,Washington,WA,0
2010-12-01,Washington,WA,7
2011-01-01,Washington,WA,10
2011-02-01,Washington,WA,0
2011-03-01,Washington,WA,6
2011-04-01,Washington,WA,6
2011-05-01,Washington,WA,15
2011-06-01,Washington,WA,9
2011-07-01,Washington,WA,3
2011-08-01,Washington,WA,0
2011-09-01,Washington,WA,2
2011-10-01,Washington,WA,0
2011-11-01,Washington,WA,0
2011-12-01,Washington,WA,0
2012-01-01,Washington,WA,1
2012-02-01,Washington,WA,1
2012-03-01,Washington,WA,8
2012-04-01,Washington,WA,4
2012-05-01,Washington,WA,0
2012-06-01,Washington,WA,2
2012-07-01,Washington,WA,8
2012-08-01,Washington,WA,0
2012-09-01,Washington,WA,0
2012-10-01,Washington,WA,0
2012-11-01,Washington,WA,2
2012-12-01,Washington,WA,8
2013-01-01,Washington,WA,0
2013-02-01,Washington,WA,0
2013-03-01,Washington,WA,0
2013-04-01,Washington,WA,0
2013-05-01,Washington,WA,3
2013-06-01,Washington,WA,2
2013-07-01,Washington,WA,0
2013-08-01,Washington,WA,2
2013-09-01,Washington,WA,30
2013-10-01,Washington,WA,0
2013-11-01,Washington,WA,0
2013-12-01,Washington,WA,0
2014-01-01,Washington,WA,4
2014-02-01,Washington,WA,6
2014-03-01,Washington,WA,10
2014-04-01,Washington,WA,2
2014-05-01,Washington,WA,0
2014-06-01,Washington,WA,0
2014-07-01,Washington,WA,0
2014-08-01,Washington,WA,10
2014-09-01,Washington,WA,0
2014-10-01,Washington,WA,0
2014-11-01,Washington,WA,0
2014-12-01,Washington,WA,3
2015-01-01,Washington,WA,6
2015-02-01,Washington,WA,8
2015-03-01,Washington,WA,0
2015-04-01,Washington,WA,0
2015-05-01,Washington,WA,16
2015-06-01,Washington,WA,14
2015-07-01,Washington,WA,2
2015-08-01,Washington,WA,0
2015-09-01,Washington,WA,0
2015-10-01,Washington,WA,2
2015-11-01,Washington,WA,7
2015-12-01,Washington,WA,8
2016-01-01,Washington,WA,0
2016-02-01,Washington,WA,0
2016-03-01,Washington,WA,3
2016-04-01,Washington,WA,0
2016-05-01,Washington,WA,2
2016-06-01,Washington,WA,0
2016-07-01,Washington,WA,8
2016-08-01,Washington,WA,0
2016-09-01,Washington,WA,0
2016-10-01,Washington,WA,1
2016-11-01,Washington,WA,1
2016-12-01,Washington,WA,0
2017-01-01,Washington,WA,0
2017-02-01,Washington,WA,7
2017-03-01,Washington,WA,22
2017-04-01,Washington,WA,6
2017-05-01,Washington,WA,11
2017-06-01,Washington,WA,4
2017-07-01,Washington,WA,0
2017-08-01,Washington,WA,0
2017-09-01,Washington,WA,0
2017-10-01,Washington,WA,2
2017-11-01,Washington,WA,5
2017-12-01,Washington,WA,2
2018-01-01,Washington,WA,1
2018-02-01,Washington,WA,2
2018-03-01,Washington,WA,0
2018-04-01,Washington,WA,4
2018-05-01,Washington,WA,18
2018-06-01,Washington,WA,0
2018-07-01,Washington,WA,0
2018-08-01,Washington,WA,0
2018-09-01,Washington,WA,0
2018-10-01,Washington,WA,0
2018-11-01,Washington,WA,0
2018-12-01,Washington,WA,3
2019-01-01,Washington,WA,0
2019-02-01,Washington,WA,2
2019-03-01,Washington,WA,2
2019-04-01,Washington,WA,3
2019-05-01,Washington,WA,5
2019-06-01,Washington,WA,4
2019-07-01,Washington,WA,3
2019-08-01,Washington,WA,6
2019-09-01,Washington,WA,2
2019-10-01,Washington,WA,0
2019-11-01,Washington,WA,0
2019-12-01,Washington,WA,0
2020-01-01,Washington,WA,0
2020-02-01,Washington,WA,5
2020-03-01,Washington,WA,0
2020-04-01,Washington,WA,0
2020-05-01,Washington,WA,2
2020-06-01,Washington,WA,0
2020-07-01,Washington,WA,0
2020-08-01,Washington,WA,0
2020-09-01,Washington,WA,2
2020-10-01,Washington,WA,0
2020-11-01,Washington,WA,7
2020-12-01,Washington,WA,4
2021-01-01,Washington,WA,0
2021-02-01,Washington,WA,0
2021-03-01,Washington,WA,0
2021-04-01,Washington,WA,0
2021-05-01,Washington,WA,0
2021-06-01,Washington,WA,0
2021-07-01,Washington,WA,0
2021-08-01,Washington,WA,0
2021-09-01,Washington,WA,0
2021-10-01,Washington,WA,0
2021-11-01,Washington,WA,0
2021-12-01,Washington,WA,0
2006-01-01,Wisconsin,WI,0
2006-02-01,Wisconsin,WI,0
2006-03-01,Wisconsin,WI,0
2006-04-01,Wisconsin,WI,0
2006-05-01,Wisconsin,WI,0
2006-06-01,Wisconsin,WI,0
2006-07-01,Wisconsin,WI,0
2006-08-01,Wisconsin,WI,0
2006-09-01,Wisconsin,WI,0
2006-10-01,Wisconsin,WI,0
2006-11-01,Wisconsin,WI,0
2006-12-01,Wisconsin,WI,0
2007-01-01,Wisconsin,WI,0
2007-02-01,Wisconsin,WI,0
2007-03-01,Wisconsin,WI,6
2007-04-01,Wisconsin,WI,0
2007-05-01,Wisconsin,WI,0
2007-06-01,Wisconsin,WI,4
2007-07-01,Wisconsin,WI,9
2007-08-01,Wisconsin,WI,41
2007-09-01,Wisconsin,WI,0
2007-10-01,Wisconsin,WI,0
2007-11-01,Wisconsin,WI,0
2007-12-01,Wisconsin,WI,0
2008-01-01,Wisconsin,WI,0
2008-02-01,Wisconsin,WI,0
2008-03-01,Wisconsin,WI,1
2008-04-01,Wisconsin,WI,8
2008-05-01,Wisconsin,WI,0
2008-06-01,Wisconsin,WI,87
2008-07-01,Wisconsin,WI,20
2008-08-01,Wisconsin,WI,0
2008-09-01,Wisconsin,WI,0
2008-10-01,Wisconsin,WI,0
2008-11-01,Wisconsin,WI,0
2008-12-01,Wisconsin,WI,0
2009-01-01,Wisconsin,WI,0
2009-02-01,Wisconsin,WI,0
2009-03-01,Wisconsin,WI,0
2009-04-01,Wisconsin,WI,2
2009-05-01,Wisconsin,WI,0
2009-06-01,Wisconsin,WI,9
2009-07-01,Wisconsin,WI,7
2009-08-01,Wisconsin,WI,17
2009-09-01,Wisconsin,WI,0
2009-10-01,Wisconsin,WI,0
2009-11-01,Wisconsin,WI,0
2009-12-01,Wisconsin,WI,0
2010-01-01,Wisconsin,WI,0
2010-02-01,Wisconsin,WI,0
2010-03-01,Wisconsin,WI,0
2010-04-01,Wisconsin,WI,0
2010-05-01,Wisconsin,WI,1
2010-06-01,Wisconsin,WI,15
2010-07-01,Wisconsin,WI,38
2010-08-01,Wisconsin,WI,45
2010-09-01,Wisconsin,WI,51
2010-10-01,Wisconsin,WI,2
2010-11-01,Wisconsin,WI,0
2010-12-01,Wisconsin,WI,0
2011-01-01,Wisconsin,WI,0
2011-02-01,Wisconsin,WI,0
2011-03-01,Wisconsin,WI,8
2011-04-01,Wisconsin,WI,5
2011-05-01,Wisconsin,WI,0
2011-06-01,Wisconsin,WI,15
2011-07-01,Wisconsin,WI,17
2011-08-01,Wisconsin,WI,7
2011-09-01,Wisconsin,WI,1
2011-10-01,Wisconsin,WI,0
2011-11-01,Wisconsin,WI,0
2011-12-01,Wisconsin,WI,0
2012-01-01,Wisconsin,WI,0
2012-02-01,Wisconsin,WI,0
2012-03-01,Wisconsin,WI,0
2012-04-01,Wisconsin,WI,0
2012-05-01,Wisconsin,WI,7
2012-06-01,Wisconsin,WI,6
2012-07-01,Wisconsin,WI,2
2012-08-01,Wisconsin,WI,0
2012-09-01,Wisconsin,WI,0
2012-10-01,Wisconsin,WI,0
2012-11-01,Wisconsin,WI,0
2012-12-01,Wisconsin,WI,0
2013-01-01,Wisconsin,WI,2
2013-02-01,Wisconsin,WI,0
2013-03-01,Wisconsin,WI,8
2013-04-01,Wisconsin,WI,28
2013-05-01,Wisconsin,WI,8
2013-06-01,Wisconsin,WI,47
2013-07-01,Wisconsin,WI,0
2013-08-01,Wisconsin,WI,0
2013-09-01,Wisconsin,WI,2
2013-10-01,Wisconsin,WI,4
2013-11-01,Wisconsin,WI,0
2013-12-01,Wisconsin,WI,0
2014-01-01,Wisconsin,WI,0
2014-02-01,Wisconsin,WI,0
2014-03-01,Wisconsin,WI,6
2014-04-01,Wisconsin,WI,18
2014-05-01,Wisconsin,WI,28
2014-06-01,Wisconsin,WI,54
2014-07-01,Wisconsin,WI,2
2014-08-01,Wisconsin,WI,10
2014-09-01,Wisconsin,WI,8
2014-10-01,Wisconsin,WI,0
2014-11-01,Wisconsin,WI,0
2014-12-01,Wisconsin,WI,4
2015-01-01,Wisconsin,WI,0
2015-02-01,Wisconsin,WI,0
2015-03-01,Wisconsin,WI,0
2015-04-01,Wisconsin,WI,0
2015-05-01,Wisconsin,WI,2
2015-06-01,Wisconsin,WI,10
2015-07-01,Wisconsin,WI,18
2015-08-01,Wisconsin,WI,0
